"year","state","state_po","county_name","county_fips","id","pct_DEMOCRAT","pct_REPUBLICAN","candidate_DEMOCRAT","candidate_REPUBLICAN"
2000,"ALABAMA","AL","LOWNDES",1085,"01085",73.5593220338983,26.4406779661017,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MACON",1087,"01087",87.5399725902238,12.4600274097762,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MADISON",1089,"01089",43.6782963298595,56.3217036701405,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MARENGO",1091,"01091",50.7921519252964,49.2078480747036,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MARION",1093,"01093",39.9652476107732,60.0347523892268,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MARSHALL",1095,"01095",37.7971964318223,62.2028035681777,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MOBILE",1097,"01097",42.8648703966316,57.1351296033684,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MONROE",1099,"01099",42.06206431302,57.93793568698,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MONTGOMERY",1101,"01101",50.9747720902043,49.0252279097957,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","MORGAN",1103,"01103",38.3898264569489,61.6101735430511,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","PERRY",1105,"01105",69.8887343532684,30.1112656467316,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","PICKENS",1107,"01107",49.0353888034087,50.9646111965913,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","PIKE",1109,"01109",41.8338934229477,58.1661065770523,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","RANDOLPH",1111,"01111",39.8711340206186,60.1288659793814,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","RUSSELL",1113,"01113",57.5304919830067,42.4695080169933,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","ST. CLAIR",1115,"01115",27.4764850436404,72.5235149563596,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","SHELBY",1117,"01117",21.6704474471513,78.3295525528487,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","SUMTER",1119,"01119",73.0476505625414,26.9523494374586,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","TALLADEGA",1121,"01121",44.9284033345299,55.0715966654701,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","TALLAPOOSA",1123,"01123",38.6727545659244,61.3272454340756,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","TUSCALOOSA",1125,"01125",41.9912312127881,58.0087687872119,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","WALKER",1127,"01127",46.2858963635639,53.7141036364361,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","WASHINGTON",1129,"01129",45.1286152205784,54.8713847794216,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","WILCOX",1131,"01131",67.4632713026445,32.5367286973555,"AL GORE","GEORGE W. BUSH"
2000,"ALABAMA","AL","WINSTON",1133,"01133",29.5661724327293,70.4338275672707,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","APACHE",4001,"04001",68.6538056082648,31.3461943917352,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","COCHISE",4003,"04003",42.3589093214965,57.6410906785035,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","COCONINO",4005,"04005",53.5912478198827,46.4087521801173,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","GILA",4007,"04007",45.6756436113418,54.3243563886582,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","GRAHAM",4009,"04009",35.8363597521897,64.1636402478103,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","GREENLEE",4011,"04011",42.8924162257496,57.1075837742504,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","LA PAZ",4012,"04012",41.0250463821892,58.9749536178108,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","MARICOPA",4013,"04013",44.6181272716783,55.3818727283217,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","MOHAVE",4015,"04015",41.7383409785933,58.2616590214067,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","NAVAJO",4017,"04017",48.7758478081059,51.2241521918941,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","PIMA",4019,"04019",54.2438121402888,45.7561878597112,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","PINAL",4021,"04021",49.4066177210098,50.5933822789902,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","SANTA CRUZ",4023,"04023",61.0120088609071,38.9879911390929,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","YAVAPAI",4025,"04025",37.4772221097388,62.5227778902612,"AL GORE","GEORGE W. BUSH"
2000,"ARIZONA","AZ","YUMA",4027,"04027",43.4211000252134,56.5788999747866,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","ARKANSAS",5001,"05001",46.1797752808989,53.8202247191011,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","ASHLEY",5003,"05003",52.3188584081683,47.6811415918317,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","BAXTER",5005,"05005",40.5880154478635,59.4119845521365,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","BENTON",5007,"05007",33.151683776264,66.848316223736,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","BOONE",5009,"05009",34.3974888990966,65.6025111009034,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","BRADLEY",5011,"05011",54.2017879948914,45.7982120051086,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CALHOUN",5013,"05013",47.4125874125874,52.5874125874126,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CARROLL",5015,"05015",39.2853240083051,60.7146759916949,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CHICOT",5017,"05017",64.3248175182482,35.6751824817518,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CLARK",5019,"05019",55.2447552447552,44.7552447552448,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CLAY",5021,"05021",61.0102058467393,38.9897941532607,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CLEBURNE",5023,"05023",41.8274111675127,58.1725888324873,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CLEVELAND",5025,"05025",45.7309184993532,54.2690815006468,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","COLUMBIA",5027,"05027",44.3742378893692,55.6257621106308,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CONWAY",5029,"05029",49.6520380627752,50.3479619372248,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CRAIGHEAD",5031,"05031",50.4442814053966,49.5557185946034,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CRAWFORD",5033,"05033",36.789141118652,63.210858881348,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CRITTENDEN",5035,"05035",55.2251356929898,44.7748643070102,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","CROSS",5037,"05037",50.5139500734214,49.4860499265786,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","DALLAS",5039,"05039",52.1182566290765,47.8817433709235,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","DESHA",5041,"05041",63.3934688284997,36.6065311715003,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","DREW",5043,"05043",52.6134800550206,47.3865199449794,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","FAULKNER",5045,"05045",42.6709516157829,57.3290483842171,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","FRANKLIN",5047,"05047",44.9336246009074,55.0663753990926,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","FULTON",5049,"05049",49.2522432701894,50.7477567298106,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","GARLAND",5051,"05051",45.3374549201443,54.6625450798557,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","GRANT",5053,"05053",43.5567010309278,56.4432989690722,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","GREENE",5055,"05055",52.0082304526749,47.9917695473251,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","HEMPSTEAD",5057,"05057",54.7261606894634,45.2738393105366,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","HOT SPRING",5059,"05059",52.2944460213833,47.7055539786167,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","HOWARD",5061,"05061",47.0038733196628,52.9961266803372,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","INDEPENDENCE",5063,"05063",45.5761225755026,54.4238774244974,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","IZARD",5065,"05065",52.9255319148936,47.0744680851064,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","JACKSON",5067,"05067",61.5579160343955,38.4420839656045,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","JEFFERSON",5069,"05069",66.900796797704,33.099203202296,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","JOHNSON",5071,"05071",47.2065829363361,52.7934170636639,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LAFAYETTE",5073,"05073",54.0071770334928,45.9928229665072,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LAWRENCE",5075,"05075",55.3477299778949,44.6522700221051,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LEE",5077,"05077",66.8710152035311,33.1289847964689,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LINCOLN",5079,"05079",56.1871949468849,43.8128050531151,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LITTLE RIVER",5081,"05081",55.8072009291521,44.1927990708479,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LOGAN",5083,"05083",42.2522522522523,57.7477477477477,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","LONOKE",5085,"05085",39.2450020049264,60.7549979950736,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MADISON",5087,"05087",37.7618522601985,62.2381477398015,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MARION",5089,"05089",39.6273291925466,60.3726708074534,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MILLER",5091,"05091",46.3184299837686,53.6815700162314,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MISSISSIPPI",5093,"05093",57.7523159434422,42.2476840565578,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MONROE",5095,"05095",58.9688175362766,41.0311824637234,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","MONTGOMERY",5097,"05097",40.3252944475603,59.6747055524397,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","NEVADA",5099,"05099",50.969150969151,49.030849030849,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","NEWTON",5101,"05101",32.2710230316015,67.7289769683985,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","OUACHITA",5103,"05103",53.5528766049201,46.4471233950799,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","PERRY",5105,"05105",43.8064859117491,56.1935140882509,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","PHILLIPS",5107,"05107",65.6127344090711,34.3872655909289,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","PIKE",5109,"05109",41.3508636246455,58.6491363753545,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","POINSETT",5111,"05111",57.8561354019746,42.1438645980254,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","POLK",5113,"05113",33.4779464931309,66.5220535068691,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","POPE",5115,"05115",37.2299447328756,62.7700552671244,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","PRAIRIE",5117,"05117",45.6350364963504,54.3649635036496,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","PULASKI",5119,"05119",55.0142528143269,44.9857471856731,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","RANDOLPH",5121,"05121",53.0393534785664,46.9606465214336,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","ST. FRANCIS",5123,"05123",59.3571428571429,40.6428571428571,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SALINE",5125,"05125",40.5530542516844,59.4469457483156,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SCOTT",5127,"05127",37.5748113453031,62.4251886546969,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SEARCY",5129,"05129",32.013545194061,67.986454805939,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SEBASTIAN",5131,"05131",39.845791280291,60.154208719709,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SEVIER",5133,"05133",49.809795530195,50.190204469805,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","SHARP",5135,"05135",46.6685895586963,53.3314104413037,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","STONE",5137,"05137",43.784826403772,56.215173596228,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","UNION",5139,"05139",41.9975851891602,58.0024148108398,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","VAN BUREN",5141,"05141",47.8839539404815,52.1160460595185,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","WASHINGTON",5143,"05143",43.1468503302723,56.8531496697277,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","WHITE",5145,"05145",38.77835626627,61.22164373373,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","WOODRUFF",5147,"05147",65.4216403542549,34.5783596457451,"AL GORE","GEORGE W. BUSH"
2000,"ARKANSAS","AR","YELL",5149,"05149",48.7191726332538,51.2808273667462,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","ALAMEDA",6001,"06001",74.1914195703727,25.8085804296273,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","ALPINE",6003,"06003",48.5347985347985,51.4652014652015,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","AMADOR",6005,"06005",40.2535441657579,59.7464558342421,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","BUTTE",6007,"06007",40.739970359585,59.260029640415,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","CALAVERAS",6009,"06009",40.0915668098576,59.9084331901424,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","COLUSA",6011,"06011",32.4711574246371,67.5288425753629,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","CONTRA COSTA",6013,"06013",61.3429730032731,38.6570269967269,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","DEL NORTE",6015,"06015",40.7824152819573,59.2175847180427,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","EL DORADO",6017,"06017",38.4091408481652,61.5908591518348,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","FRESNO",6019,"06019",44.754497389372,55.245502610628,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","GLENN",6021,"06021",30.1217894609912,69.8782105390088,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","HUMBOLDT",6023,"06023",51.6975244435199,48.3024755564801,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","IMPERIAL",6025,"06025",55.2921857708921,44.7078142291079,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","INYO",6027,"06027",36.0081466395112,63.9918533604888,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","KERN",6029,"06029",37.3603296616214,62.6396703383786,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","KINGS",6031,"06031",40.2691662411554,59.7308337588446,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","LAKE",6033,"06033",55.1967449526164,44.8032550473836,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","LASSEN",6035,"06035",29.6362552176506,70.3637447823494,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","LOS ANGELES",6037,"06037",66.236129854188,33.763870145812,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MADERA",6039,"06039",36.4826355181161,63.5173644818839,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MARIN",6041,"06041",69.412404501478,30.587595498522,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MARIPOSA",6043,"06043",37.3326262760175,62.6673737239825,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MENDOCINO",6045,"06045",57.5451463364007,42.4548536635993,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MERCED",6047,"06047",46.5429671499959,53.4570328500041,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MODOC",6049,"06049",24.144098109351,75.855901890649,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MONO",6051,"06051",43.7806072477963,56.2193927522037,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","MONTEREY",6053,"06053",60.7098286032376,39.2901713967624,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","NAPA",6055,"06055",57.6585265750051,42.3414734249949,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","NEVADA",6057,"06057",40.4644133003572,59.5355866996428,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","ORANGE",6059,"06059",41.9902949037528,58.0097050962472,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","PLACER",6061,"06061",37.8050301022407,62.1949698977593,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","PLUMAS",6063,"06063",35.2821140699929,64.7178859300071,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","RIVERSIDE",6065,"06065",46.6194586807385,53.3805413192615,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SACRAMENTO",6067,"06067",52.1024164383428,47.8975835616572,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN BENITO",6069,"06069",56.5527065527066,43.4472934472934,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN BERNARDINO",6071,"06071",49.1972618933073,50.8027381066927,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN DIEGO",6073,"06073",47.9160325902505,52.0839674097495,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN FRANCISCO",6075,"06075",82.4290111029979,17.5709888970021,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN JOAQUIN",6077,"06077",49.3819212746597,50.6180787253403,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN LUIS OBISPO",6079,"06079",43.9177393105489,56.0822606894511,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SAN MATEO",6081,"06081",67.4984719877921,32.5015280122079,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SANTA BARBARA",6083,"06083",50.6618174791586,49.3381825208414,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SANTA CLARA",6085,"06085",63.7882741155706,36.2117258844294,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SANTA CRUZ",6087,"06087",69.2171021871266,30.7828978128734,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SHASTA",6089,"06089",31.7435533475278,68.2564466524722,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SIERRA",6091,"06091",31.5420560747664,68.4579439252336,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SISKIYOU",6093,"06093",34.1396252902111,65.8603747097889,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SOLANO",6095,"06095",59.2771464646465,40.7228535353535,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SONOMA",6097,"06097",64.8669424412689,35.1330575587311,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","STANISLAUS",6099,"06099",45.6566048723673,54.3433951276327,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","SUTTER",6101,"06101",32.6631995653186,67.3368004346814,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","TEHAMA",6103,"06103",32.9018556909541,67.0981443090459,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","TRINITY",6105,"06105",36.6464339908953,63.3535660091047,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","TULARE",6107,"06107",37.9048187789977,62.0951812210023,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","TUOLUMNE",6109,"06109",41.5383249744796,58.4616750255204,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","VENTURA",6111,"06111",49.4590451729756,50.5409548270244,"AL GORE","GEORGE W. BUSH"
2000,"CALIFORNIA","CA","YOLO",6113,"06113",59.4095486233364,40.5904513766636,"AL GORE","GEORGE W. BUSH"
