"ideology_score","year","group","party"
0.453,2013,"GOP.2013","GOP"
0.681,2013,"GOP.2013","GOP"
0.435,2013,"GOP.2013","GOP"
0.472,2013,"GOP.2013","GOP"
0.454,2013,"GOP.2013","GOP"
0.827,2013,"GOP.2013","GOP"
0.575,2013,"GOP.2013","GOP"
-0.321,2013,"DEM.2013","DEM"
0.511,2013,"GOP.2013","GOP"
-0.186,2013,"DEM.2013","DEM"
-0.088,2013,"DEM.2013","DEM"
-0.577,2013,"DEM.2013","DEM"
0.807,2013,"GOP.2013","GOP"
0.854,2013,"GOP.2013","GOP"
0.892,2013,"GOP.2013","GOP"
-0.417,2013,"DEM.2013","DEM"
0.855,2013,"GOP.2013","GOP"
-0.11,2013,"DEM.2013","DEM"
0.477,2013,"GOP.2013","GOP"
0.69,2013,"GOP.2013","GOP"
0.441,2013,"GOP.2013","GOP"
0.904,2013,"GOP.2013","GOP"
0.748,2013,"GOP.2013","GOP"
-0.461,2013,"DEM.2013","DEM"
-0.332,2013,"DEM.2013","DEM"
0.998,2013,"GOP.2013","GOP"
-0.407,2013,"DEM.2013","DEM"
-0.438,2013,"DEM.2013","DEM"
-0.203,2013,"DEM.2013","DEM"
0.632,2013,"GOP.2013","GOP"
-0.252,2013,"DEM.2013","DEM"
0.661,2013,"GOP.2013","GOP"
-0.616,2013,"DEM.2013","DEM"
-0.388,2013,"DEM.2013","DEM"
-0.652,2013,"DEM.2013","DEM"
-0.468,2013,"DEM.2013","DEM"
-0.367,2013,"DEM.2013","DEM"
-0.166,2013,"DEM.2013","DEM"
-0.533,2013,"DEM.2013","DEM"
-0.38,2013,"DEM.2013","DEM"
-0.412,2013,"DEM.2013","DEM"
-0.471,2013,"DEM.2013","DEM"
0.588,2013,"GOP.2013","GOP"
0.693,2013,"GOP.2013","GOP"
0.668,2013,"GOP.2013","GOP"
-0.428,2013,"DEM.2013","DEM"
0.593,2013,"GOP.2013","GOP"
-0.269,2013,"DEM.2013","DEM"
-0.502,2013,"DEM.2013","DEM"
-0.357,2013,"DEM.2013","DEM"
-0.354,2013,"DEM.2013","DEM"
-0.379,2013,"DEM.2013","DEM"
0.61,2013,"GOP.2013","GOP"
-0.506,2013,"DEM.2013","DEM"
-0.434,2013,"DEM.2013","DEM"
-0.446,2013,"DEM.2013","DEM"
-0.407,2013,"DEM.2013","DEM"
-0.206,2013,"DEM.2013","DEM"
-0.513,2013,"DEM.2013","DEM"
-0.49,2013,"DEM.2013","DEM"
0.905,2013,"GOP.2013","GOP"
-0.398,2013,"DEM.2013","DEM"
-0.502,2013,"DEM.2013","DEM"
0.551,2013,"GOP.2013","GOP"
-0.554,2013,"DEM.2013","DEM"
-0.452,2013,"DEM.2013","DEM"
1.039,2013,"GOP.2013","GOP"
-0.358,2013,"DEM.2013","DEM"
-0.511,2013,"DEM.2013","DEM"
1.033,2013,"GOP.2013","GOP"
0.809,2013,"GOP.2013","GOP"
0.732,2013,"GOP.2013","GOP"
-0.37,2013,"DEM.2013","DEM"
-0.154,2013,"DEM.2013","DEM"
-0.346,2013,"DEM.2013","DEM"
-0.395,2013,"DEM.2013","DEM"
-0.339,2013,"DEM.2013","DEM"
0.749,2013,"GOP.2013","GOP"
0.779,2013,"GOP.2013","GOP"
0.853,2013,"GOP.2013","GOP"
0.827,2013,"GOP.2013","GOP"
-0.279,2013,"DEM.2013","DEM"
-0.402,2013,"DEM.2013","DEM"
-0.329,2013,"DEM.2013","DEM"
-0.435,2013,"DEM.2013","DEM"
-0.254,2013,"DEM.2013","DEM"
-0.313,2013,"DEM.2013","DEM"
-0.252,2013,"DEM.2013","DEM"
0.872,2013,"GOP.2013","GOP"
0.82,2013,"GOP.2013","GOP"
0.956,2013,"GOP.2013","GOP"
0.457,2013,"GOP.2013","GOP"
-0.36,2013,"DEM.2013","DEM"
0.923,2013,"GOP.2013","GOP"
0.699,2013,"GOP.2013","GOP"
0.774,2013,"GOP.2013","GOP"
-0.421,2013,"DEM.2013","DEM"
0.701,2013,"GOP.2013","GOP"
0.767,2013,"GOP.2013","GOP"
0.617,2013,"GOP.2013","GOP"
0.52,2013,"GOP.2013","GOP"
0.341,2013,"GOP.2013","GOP"
-0.4,2013,"DEM.2013","DEM"
0.776,2013,"GOP.2013","GOP"
0.632,2013,"GOP.2013","GOP"
0.752,2013,"GOP.2013","GOP"
-0.139,2013,"DEM.2013","DEM"
0.949,2013,"GOP.2013","GOP"
0.95,2013,"GOP.2013","GOP"
-0.482,2013,"DEM.2013","DEM"
-0.411,2013,"DEM.2013","DEM"
-0.42,2013,"DEM.2013","DEM"
-0.363,2013,"DEM.2013","DEM"
-0.431,2013,"DEM.2013","DEM"
0.328,2013,"GOP.2013","GOP"
-0.187,2013,"DEM.2013","DEM"
0.511,2013,"GOP.2013","GOP"
0.787,2013,"GOP.2013","GOP"
-0.235,2013,"DEM.2013","DEM"
0.859,2013,"GOP.2013","GOP"
-0.425,2013,"DEM.2013","DEM"
-0.554,2013,"DEM.2013","DEM"
0.925,2013,"GOP.2013","GOP"
0.976,2013,"GOP.2013","GOP"
0.786,2013,"GOP.2013","GOP"
0.893,2013,"GOP.2013","GOP"
0.987,2013,"GOP.2013","GOP"
0.827,2013,"GOP.2013","GOP"
-0.143,2013,"DEM.2013","DEM"
-0.365,2013,"DEM.2013","DEM"
0.999,2013,"GOP.2013","GOP"
-0.351,2013,"DEM.2013","DEM"
-0.286,2013,"DEM.2013","DEM"
0.999,2013,"GOP.2013","GOP"
0.399,2013,"GOP.2013","GOP"
-0.406,2013,"DEM.2013","DEM"
-0.427,2013,"DEM.2013","DEM"
-0.206,2013,"DEM.2013","DEM"
-0.485,2013,"DEM.2013","DEM"
-0.334,2013,"DEM.2013","DEM"
0.687,2013,"GOP.2013","GOP"
-0.458,2013,"DEM.2013","DEM"
-0.263,2013,"DEM.2013","DEM"
-0.597,2013,"DEM.2013","DEM"
-0.184,2013,"DEM.2013","DEM"
-0.244,2013,"DEM.2013","DEM"
-0.252,2013,"DEM.2013","DEM"
0.711,2013,"GOP.2013","GOP"
0.766,2013,"GOP.2013","GOP"
0.624,2013,"GOP.2013","GOP"
0.607,2013,"GOP.2013","GOP"
-0.201,2013,"DEM.2013","DEM"
0.543,2013,"GOP.2013","GOP"
-0.411,2013,"DEM.2013","DEM"
0.594,2013,"GOP.2013","GOP"
0.945,2013,"GOP.2013","GOP"
0.843,2013,"GOP.2013","GOP"
0.634,2013,"GOP.2013","GOP"
0.792,2013,"GOP.2013","GOP"
-0.394,2013,"DEM.2013","DEM"
0.619,2013,"GOP.2013","GOP"
0.71,2013,"GOP.2013","GOP"
-0.308,2013,"DEM.2013","DEM"
-0.272,2013,"DEM.2013","DEM"
0.496,2013,"GOP.2013","GOP"
0.728,2013,"GOP.2013","GOP"
0.996,2013,"GOP.2013","GOP"
0.822,2013,"GOP.2013","GOP"
0.848,2013,"GOP.2013","GOP"
0.837,2013,"GOP.2013","GOP"
0.528,2013,"GOP.2013","GOP"
0.555,2013,"GOP.2013","GOP"
-0.382,2013,"DEM.2013","DEM"
0.999,2013,"GOP.2013","GOP"
0.513,2013,"GOP.2013","GOP"
0.72,2013,"GOP.2013","GOP"
0.784,2013,"GOP.2013","GOP"
-0.409,2013,"DEM.2013","DEM"
0.694,2013,"GOP.2013","GOP"
0.814,2013,"GOP.2013","GOP"
0.473,2013,"GOP.2013","GOP"
0.636,2013,"GOP.2013","GOP"
0.728,2013,"GOP.2013","GOP"
-0.475,2013,"DEM.2013","DEM"
-0.298,2013,"DEM.2013","DEM"
0.878,2013,"GOP.2013","GOP"
-0.281,2013,"DEM.2013","DEM"
-0.419,2013,"DEM.2013","DEM"
-0.562,2013,"DEM.2013","DEM"
-0.311,2013,"DEM.2013","DEM"
-0.281,2013,"DEM.2013","DEM"
-0.425,2013,"DEM.2013","DEM"
-0.381,2013,"DEM.2013","DEM"
-0.444,2013,"DEM.2013","DEM"
-0.555,2013,"DEM.2013","DEM"
-0.413,2013,"DEM.2013","DEM"
-0.446,2013,"DEM.2013","DEM"
-0.53,2013,"DEM.2013","DEM"
-0.545,2013,"DEM.2013","DEM"
-0.458,2013,"DEM.2013","DEM"
-0.529,2013,"DEM.2013","DEM"
-0.351,2013,"DEM.2013","DEM"
-0.357,2013,"DEM.2013","DEM"
0.88,2013,"GOP.2013","GOP"
0.911,2013,"GOP.2013","GOP"
0.997,2013,"GOP.2013","GOP"
0.676,2013,"GOP.2013","GOP"
-0.411,2013,"DEM.2013","DEM"
0.697,2013,"GOP.2013","GOP"
0.795,2013,"GOP.2013","GOP"
0.674,2013,"GOP.2013","GOP"
-0.342,2013,"DEM.2013","DEM"
0.719,2013,"GOP.2013","GOP"
0.961,2013,"GOP.2013","GOP"
-0.387,2013,"DEM.2013","DEM"
-0.575,2013,"DEM.2013","DEM"
-0.24,2013,"DEM.2013","DEM"
-0.275,2013,"DEM.2013","DEM"
0.734,2013,"GOP.2013","GOP"
0.763,2013,"GOP.2013","GOP"
-0.392,2013,"DEM.2013","DEM"
-0.556,2013,"DEM.2013","DEM"
0.822,2013,"GOP.2013","GOP"
-0.175,2013,"DEM.2013","DEM"
-0.407,2013,"DEM.2013","DEM"
0.618,2013,"GOP.2013","GOP"
-0.429,2013,"DEM.2013","DEM"
0.517,2013,"GOP.2013","GOP"
0.644,2013,"GOP.2013","GOP"
-0.466,2013,"DEM.2013","DEM"
0.653,2013,"GOP.2013","GOP"
0.661,2013,"GOP.2013","GOP"
0.715,2013,"GOP.2013","GOP"
-0.42,2013,"DEM.2013","DEM"
0.792,2013,"GOP.2013","GOP"
0.754,2013,"GOP.2013","GOP"
0.831,2013,"GOP.2013","GOP"
0.717,2013,"GOP.2013","GOP"
0.542,2013,"GOP.2013","GOP"
0.755,2013,"GOP.2013","GOP"
0.705,2013,"GOP.2013","GOP"
-0.312,2013,"DEM.2013","DEM"
0.65,2013,"GOP.2013","GOP"
0.672,2013,"GOP.2013","GOP"
-0.341,2013,"DEM.2013","DEM"
-0.311,2013,"DEM.2013","DEM"
-0.261,2013,"DEM.2013","DEM"
-0.388,2013,"DEM.2013","DEM"
-0.367,2013,"DEM.2013","DEM"
0.501,2013,"GOP.2013","GOP"
0.37,2013,"GOP.2013","GOP"
0.413,2013,"GOP.2013","GOP"
0.966,2013,"GOP.2013","GOP"
-0.564,2013,"DEM.2013","DEM"
0.691,2013,"GOP.2013","GOP"
-0.37,2013,"DEM.2013","DEM"
-0.404,2013,"DEM.2013","DEM"
-0.493,2013,"DEM.2013","DEM"
0.607,2013,"GOP.2013","GOP"
-0.539,2013,"DEM.2013","DEM"
-0.326,2013,"DEM.2013","DEM"
0.793,2013,"GOP.2013","GOP"
-0.356,2013,"DEM.2013","DEM"
-0.303,2013,"DEM.2013","DEM"
0.467,2013,"GOP.2013","GOP"
-0.354,2013,"DEM.2013","DEM"
-0.29,2013,"DEM.2013","DEM"
-0.358,2013,"DEM.2013","DEM"
-0.375,2013,"DEM.2013","DEM"
-0.515,2013,"DEM.2013","DEM"
-0.448,2013,"DEM.2013","DEM"
-0.556,2013,"DEM.2013","DEM"
-0.489,2013,"DEM.2013","DEM"
0.353,2013,"GOP.2013","GOP"
-0.377,2013,"DEM.2013","DEM"
-0.402,2013,"DEM.2013","DEM"
-0.428,2013,"DEM.2013","DEM"
-0.505,2013,"DEM.2013","DEM"
-0.326,2013,"DEM.2013","DEM"
-0.334,2013,"DEM.2013","DEM"
-0.187,2013,"DEM.2013","DEM"
0.538,2013,"GOP.2013","GOP"
-0.427,2013,"DEM.2013","DEM"
-0.168,2013,"DEM.2013","DEM"
0.612,2013,"GOP.2013","GOP"
0.642,2013,"GOP.2013","GOP"
-0.163,2013,"DEM.2013","DEM"
-0.54,2013,"DEM.2013","DEM"
-0.384,2013,"DEM.2013","DEM"
0.566,2013,"GOP.2013","GOP"
-0.384,2013,"DEM.2013","DEM"
0.587,2013,"GOP.2013","GOP"
0.042,2013,"GOP.2013","GOP"
-0.417,2013,"DEM.2013","DEM"
0.967,2013,"GOP.2013","GOP"
0.796,2013,"GOP.2013","GOP"
-0.096,2013,"DEM.2013","DEM"
0.939,2013,"GOP.2013","GOP"
0.844,2013,"GOP.2013","GOP"
0.789,2013,"GOP.2013","GOP"
0.833,2013,"GOP.2013","GOP"
-0.442,2013,"DEM.2013","DEM"
-0.394,2013,"DEM.2013","DEM"
0.911,2013,"GOP.2013","GOP"
0.478,2013,"GOP.2013","GOP"
0.851,2013,"GOP.2013","GOP"
0.781,2013,"GOP.2013","GOP"
-0.43,2013,"DEM.2013","DEM"
0.921,2013,"GOP.2013","GOP"
0.714,2013,"GOP.2013","GOP"
0.758,2013,"GOP.2013","GOP"
0.631,2013,"GOP.2013","GOP"
0.748,2013,"GOP.2013","GOP"
-0.412,2013,"DEM.2013","DEM"
0.487,2013,"GOP.2013","GOP"
-0.511,2013,"DEM.2013","DEM"
0.678,2013,"GOP.2013","GOP"
-0.396,2013,"DEM.2013","DEM"
0.545,2013,"GOP.2013","GOP"
0.607,2013,"GOP.2013","GOP"
0.714,2013,"GOP.2013","GOP"
0.952,2013,"GOP.2013","GOP"
0.679,2013,"GOP.2013","GOP"
0.495,2013,"GOP.2013","GOP"
0.417,2013,"GOP.2013","GOP"
0.752,2013,"GOP.2013","GOP"
-0.419,2013,"DEM.2013","DEM"
0.655,2013,"GOP.2013","GOP"
-0.518,2013,"DEM.2013","DEM"
-0.495,2013,"DEM.2013","DEM"
-0.238,2013,"DEM.2013","DEM"
-0.42,2013,"DEM.2013","DEM"
-0.37,2013,"DEM.2013","DEM"
0.454,2013,"GOP.2013","GOP"
0.85,2013,"GOP.2013","GOP"
0.484,2013,"GOP.2013","GOP"
0.562,2013,"GOP.2013","GOP"
0.43,2013,"GOP.2013","GOP"
0.532,2013,"GOP.2013","GOP"
0.536,2013,"GOP.2013","GOP"
0.492,2013,"GOP.2013","GOP"
0.4,2013,"GOP.2013","GOP"
0.661,2013,"GOP.2013","GOP"
-0.343,2013,"DEM.2013","DEM"
-0.428,2013,"DEM.2013","DEM"
0.529,2013,"GOP.2013","GOP"
0.832,2013,"GOP.2013","GOP"
-0.441,2013,"DEM.2013","DEM"
0.452,2013,"GOP.2013","GOP"
-0.413,2013,"DEM.2013","DEM"
-0.348,2013,"DEM.2013","DEM"
0.986,2013,"GOP.2013","GOP"
0.811,2013,"GOP.2013","GOP"
0.967,2013,"GOP.2013","GOP"
0.904,2013,"GOP.2013","GOP"
1,2013,"GOP.2013","GOP"
-0.383,2013,"DEM.2013","DEM"
0.84,2013,"GOP.2013","GOP"
0.521,2013,"GOP.2013","GOP"
0.742,2013,"GOP.2013","GOP"
1.108,2013,"GOP.2013","GOP"
0.66,2013,"GOP.2013","GOP"
0.772,2013,"GOP.2013","GOP"
-0.273,2013,"DEM.2013","DEM"
0.728,2013,"GOP.2013","GOP"
0.806,2013,"GOP.2013","GOP"
0.767,2013,"GOP.2013","GOP"
-0.424,2013,"DEM.2013","DEM"
1.058,2013,"GOP.2013","GOP"
0.957,2013,"GOP.2013","GOP"
0.78,2013,"GOP.2013","GOP"
0.719,2013,"GOP.2013","GOP"
0.861,2013,"GOP.2013","GOP"
0.725,2013,"GOP.2013","GOP"
0.558,2013,"GOP.2013","GOP"
0.77,2013,"GOP.2013","GOP"
-0.365,2013,"DEM.2013","DEM"
0.717,2013,"GOP.2013","GOP"
0.836,2013,"GOP.2013","GOP"
0.613,2013,"GOP.2013","GOP"
0.752,2013,"GOP.2013","GOP"
0.956,2013,"GOP.2013","GOP"
-0.343,2013,"DEM.2013","DEM"
-0.405,2013,"DEM.2013","DEM"
0.811,2013,"GOP.2013","GOP"
-0.46,2013,"DEM.2013","DEM"
0.846,2013,"GOP.2013","GOP"
-0.382,2013,"DEM.2013","DEM"
0.612,2013,"GOP.2013","GOP"
0.686,2013,"GOP.2013","GOP"
-0.194,2013,"DEM.2013","DEM"
0.935,2013,"GOP.2013","GOP"
0.776,2013,"GOP.2013","GOP"
1.017,2013,"GOP.2013","GOP"
0.75,2013,"GOP.2013","GOP"
-0.208,2013,"DEM.2013","DEM"
-0.31,2013,"DEM.2013","DEM"
-0.445,2013,"DEM.2013","DEM"
0.501,2013,"GOP.2013","GOP"
0.806,2013,"GOP.2013","GOP"
-0.365,2013,"DEM.2013","DEM"
-0.288,2013,"DEM.2013","DEM"
-0.419,2013,"DEM.2013","DEM"
1,2013,"GOP.2013","GOP"
0.824,2013,"GOP.2013","GOP"
0.671,2013,"GOP.2013","GOP"
0.949,2013,"GOP.2013","GOP"
-0.091,2013,"DEM.2013","DEM"
-0.466,2013,"DEM.2013","DEM"
0.667,2013,"GOP.2013","GOP"
0.795,2013,"GOP.2013","GOP"
-0.411,2013,"DEM.2013","DEM"
0.629,2013,"GOP.2013","GOP"
0.799,2013,"GOP.2013","GOP"
0.799,2013,"GOP.2013","GOP"
0.727,2013,"GOP.2013","GOP"
0.951,2013,"GOP.2013","GOP"
-0.345,2013,"DEM.2013","DEM"
0.867,2013,"GOP.2013","GOP"
0.506,2013,"GOP.2013","GOP"
-0.29,2013,"DEM.2013","DEM"
-0.261,2013,"DEM.2013","DEM"
-0.336,2013,"DEM.2013","DEM"
0.75,2013,"GOP.2013","GOP"
0.56,2013,"GOP.2013","GOP"
0.678,2013,"GOP.2013","GOP"
-0.278,2013,"DEM.2013","DEM"
-0.678,2013,"DEM.2013","DEM"
0.553,2013,"GOP.2013","GOP"
-0.298,2013,"DEM.2013","DEM"
-0.334,2013,"DEM.2013","DEM"
0.508,2013,"GOP.2013","GOP"
0.509,2013,"GOP.2013","GOP"
-0.227,2013,"DEM.2013","DEM"
0.858,2013,"GOP.2013","GOP"
-0.635,2013,"DEM.2013","DEM"
-0.3,2013,"DEM.2013","DEM"
-0.527,2013,"DEM.2013","DEM"
1.234,2013,"GOP.2013","GOP"
0.805,2013,"GOP.2013","GOP"
0.834,2013,"GOP.2013","GOP"
0.929,2013,"GOP.2013","GOP"
0.939,2013,"GOP.2013","GOP"
0.476,2011,"GOP.2011","GOP"
0.435,2011,"GOP.2011","GOP"
0.47,2011,"GOP.2011","GOP"
0.457,2011,"GOP.2011","GOP"
0.827,2011,"GOP.2011","GOP"
0.567,2011,"GOP.2011","GOP"
-0.321,2011,"DEM.2011","DEM"
0.492,2011,"GOP.2011","GOP"
0.807,2011,"GOP.2011","GOP"
0.875,2011,"GOP.2011","GOP"
0.857,2011,"GOP.2011","GOP"
-0.413,2011,"DEM.2011","DEM"
0.892,2011,"GOP.2011","GOP"
1.013,2011,"GOP.2011","GOP"
-0.573,2011,"DEM.2011","DEM"
-0.088,2011,"DEM.2011","DEM"
0.477,2011,"GOP.2011","GOP"
0.69,2011,"GOP.2011","GOP"
0.441,2011,"GOP.2011","GOP"
-0.093,2011,"DEM.2011","DEM"
-0.404,2011,"DEM.2011","DEM"
0.723,2011,"GOP.2011","GOP"
0.717,2011,"GOP.2011","GOP"
0.998,2011,"GOP.2011","GOP"
-0.428,2011,"DEM.2011","DEM"
-0.629,2011,"DEM.2011","DEM"
-0.607,2011,"DEM.2011","DEM"
-0.4,2011,"DEM.2011","DEM"
-0.656,2011,"DEM.2011","DEM"
-0.332,2011,"DEM.2011","DEM"
-0.252,2011,"DEM.2011","DEM"
-0.468,2011,"DEM.2011","DEM"
-0.695,2011,"DEM.2011","DEM"
-0.378,2011,"DEM.2011","DEM"
-0.526,2011,"DEM.2011","DEM"
-0.408,2011,"DEM.2011","DEM"
-0.464,2011,"DEM.2011","DEM"
-0.23,2011,"DEM.2011","DEM"
0.661,2011,"GOP.2011","GOP"
-0.168,2011,"DEM.2011","DEM"
0.682,2011,"GOP.2011","GOP"
0.668,2011,"GOP.2011","GOP"
-0.413,2011,"DEM.2011","DEM"
0.603,2011,"GOP.2011","GOP"
0.584,2011,"GOP.2011","GOP"
0.597,2011,"GOP.2011","GOP"
-0.366,2011,"DEM.2011","DEM"
-0.326,2011,"DEM.2011","DEM"
-0.343,2011,"DEM.2011","DEM"
-0.437,2011,"DEM.2011","DEM"
-0.454,2011,"DEM.2011","DEM"
-0.502,2011,"DEM.2011","DEM"
-0.513,2011,"DEM.2011","DEM"
-0.406,2011,"DEM.2011","DEM"
-0.568,2011,"DEM.2011","DEM"
-0.293,2011,"DEM.2011","DEM"
-0.452,2011,"DEM.2011","DEM"
-0.326,2011,"DEM.2011","DEM"
-0.483,2011,"DEM.2011","DEM"
-0.487,2011,"DEM.2011","DEM"
0.904,2011,"GOP.2011","GOP"
0.555,2011,"GOP.2011","GOP"
0.619,2011,"GOP.2011","GOP"
-0.341,2011,"DEM.2011","DEM"
0.536,2011,"GOP.2011","GOP"
0.727,2011,"GOP.2011","GOP"
1.001,2011,"GOP.2011","GOP"
-0.356,2011,"DEM.2011","DEM"
1.019,2011,"GOP.2011","GOP"
0.781,2011,"GOP.2011","GOP"
0.84,2011,"GOP.2011","GOP"
-0.627,2011,"DEM.2011","DEM"
0.732,2011,"GOP.2011","GOP"
-0.335,2011,"DEM.2011","DEM"
-0.399,2011,"DEM.2011","DEM"
-0.339,2011,"DEM.2011","DEM"
0.749,2011,"GOP.2011","GOP"
0.779,2011,"GOP.2011","GOP"
0.853,2011,"GOP.2011","GOP"
0.827,2011,"GOP.2011","GOP"
-0.279,2011,"DEM.2011","DEM"
-0.397,2011,"DEM.2011","DEM"
-0.329,2011,"DEM.2011","DEM"
-0.427,2011,"DEM.2011","DEM"
-0.254,2011,"DEM.2011","DEM"
-0.282,2011,"DEM.2011","DEM"
-0.252,2011,"DEM.2011","DEM"
0.859,2011,"GOP.2011","GOP"
0.82,2011,"GOP.2011","GOP"
-0.366,2011,"DEM.2011","DEM"
0.475,2011,"GOP.2011","GOP"
0.767,2011,"GOP.2011","GOP"
0.845,2011,"GOP.2011","GOP"
0.681,2011,"GOP.2011","GOP"
0.701,2011,"GOP.2011","GOP"
0.617,2011,"GOP.2011","GOP"
0.504,2011,"GOP.2011","GOP"
-0.4,2011,"DEM.2011","DEM"
0.776,2011,"GOP.2011","GOP"
0.632,2011,"GOP.2011","GOP"
0.842,2011,"GOP.2011","GOP"
0.774,2011,"GOP.2011","GOP"
0.752,2011,"GOP.2011","GOP"
-0.431,2011,"DEM.2011","DEM"
0.49,2011,"GOP.2011","GOP"
-0.411,2011,"DEM.2011","DEM"
-0.37,2011,"DEM.2011","DEM"
0.403,2011,"GOP.2011","GOP"
0.718,2011,"GOP.2011","GOP"
-0.493,2011,"DEM.2011","DEM"
0.82,2011,"GOP.2011","GOP"
0.388,2011,"GOP.2011","GOP"
0.757,2011,"GOP.2011","GOP"
-0.236,2011,"DEM.2011","DEM"
0.847,2011,"GOP.2011","GOP"
-0.425,2011,"DEM.2011","DEM"
-0.555,2011,"DEM.2011","DEM"
0.907,2011,"GOP.2011","GOP"
0.976,2011,"GOP.2011","GOP"
0.786,2011,"GOP.2011","GOP"
0.999,2011,"GOP.2011","GOP"
0.987,2011,"GOP.2011","GOP"
0.792,2011,"GOP.2011","GOP"
-0.122,2011,"DEM.2011","DEM"
-0.331,2011,"DEM.2011","DEM"
-0.351,2011,"DEM.2011","DEM"
-0.48,2011,"DEM.2011","DEM"
0.999,2011,"GOP.2011","GOP"
0.415,2011,"GOP.2011","GOP"
-0.416,2011,"DEM.2011","DEM"
-0.506,2011,"DEM.2011","DEM"
-0.216,2011,"DEM.2011","DEM"
-0.481,2011,"DEM.2011","DEM"
-0.334,2011,"DEM.2011","DEM"
0.687,2011,"GOP.2011","GOP"
-0.461,2011,"DEM.2011","DEM"
0.999,2011,"GOP.2011","GOP"
-0.592,2011,"DEM.2011","DEM"
0.574,2011,"GOP.2011","GOP"
0.607,2011,"GOP.2011","GOP"
-0.401,2011,"DEM.2011","DEM"
0.669,2011,"GOP.2011","GOP"
0.766,2011,"GOP.2011","GOP"
1.073,2011,"GOP.2011","GOP"
0.758,2011,"GOP.2011","GOP"
0.696,2011,"GOP.2011","GOP"
0.543,2011,"GOP.2011","GOP"
0.612,2011,"GOP.2011","GOP"
-0.408,2011,"DEM.2011","DEM"
-0.099,2011,"DEM.2011","DEM"
0.945,2011,"GOP.2011","GOP"
0.843,2011,"GOP.2011","GOP"
0.78,2011,"GOP.2011","GOP"
0.852,2011,"GOP.2011","GOP"
-0.394,2011,"DEM.2011","DEM"
0.619,2011,"GOP.2011","GOP"
0.71,2011,"GOP.2011","GOP"
-0.308,2011,"DEM.2011","DEM"
-0.272,2011,"DEM.2011","DEM"
-0.261,2011,"DEM.2011","DEM"
0.492,2011,"GOP.2011","GOP"
0.741,2011,"GOP.2011","GOP"
0.996,2011,"GOP.2011","GOP"
0.822,2011,"GOP.2011","GOP"
0.848,2011,"GOP.2011","GOP"
0.837,2011,"GOP.2011","GOP"
0.512,2011,"GOP.2011","GOP"
0.555,2011,"GOP.2011","GOP"
-0.382,2011,"DEM.2011","DEM"
0.55,2011,"GOP.2011","GOP"
0.999,2011,"GOP.2011","GOP"
0.498,2011,"GOP.2011","GOP"
-0.169,2011,"DEM.2011","DEM"
0.784,2011,"GOP.2011","GOP"
-0.409,2011,"DEM.2011","DEM"
0.888,2011,"GOP.2011","GOP"
0.814,2011,"GOP.2011","GOP"
0.484,2011,"GOP.2011","GOP"
0.728,2011,"GOP.2011","GOP"
0.643,2011,"GOP.2011","GOP"
-0.475,2011,"DEM.2011","DEM"
-0.301,2011,"DEM.2011","DEM"
0.878,2011,"GOP.2011","GOP"
-0.273,2011,"DEM.2011","DEM"
-0.419,2011,"DEM.2011","DEM"
-0.562,2011,"DEM.2011","DEM"
-0.315,2011,"DEM.2011","DEM"
0.769,2011,"GOP.2011","GOP"
-0.421,2011,"DEM.2011","DEM"
-0.375,2011,"DEM.2011","DEM"
-0.616,2011,"DEM.2011","DEM"
-0.437,2011,"DEM.2011","DEM"
-0.545,2011,"DEM.2011","DEM"
-0.535,2011,"DEM.2011","DEM"
-0.413,2011,"DEM.2011","DEM"
-0.463,2011,"DEM.2011","DEM"
-0.524,2011,"DEM.2011","DEM"
-0.536,2011,"DEM.2011","DEM"
-0.35,2011,"DEM.2011","DEM"
-0.357,2011,"DEM.2011","DEM"
0.88,2011,"GOP.2011","GOP"
0.911,2011,"GOP.2011","GOP"
0.997,2011,"GOP.2011","GOP"
0.652,2011,"GOP.2011","GOP"
-0.351,2011,"DEM.2011","DEM"
0.666,2011,"GOP.2011","GOP"
0.795,2011,"GOP.2011","GOP"
0.659,2011,"GOP.2011","GOP"
-0.24,2011,"DEM.2011","DEM"
0.66,2011,"GOP.2011","GOP"
0.672,2011,"GOP.2011","GOP"
-0.393,2011,"DEM.2011","DEM"
-0.343,2011,"DEM.2011","DEM"
-0.485,2011,"DEM.2011","DEM"
-0.58,2011,"DEM.2011","DEM"
-0.389,2011,"DEM.2011","DEM"
-0.275,2011,"DEM.2011","DEM"
0.73,2011,"GOP.2011","GOP"
0.763,2011,"GOP.2011","GOP"
-0.395,2011,"DEM.2011","DEM"
-0.556,2011,"DEM.2011","DEM"
0.822,2011,"GOP.2011","GOP"
-0.169,2011,"DEM.2011","DEM"
0.614,2011,"GOP.2011","GOP"
0.618,2011,"GOP.2011","GOP"
-0.439,2011,"DEM.2011","DEM"
0.517,2011,"GOP.2011","GOP"
0.644,2011,"GOP.2011","GOP"
-0.468,2011,"DEM.2011","DEM"
0.781,2011,"GOP.2011","GOP"
-0.306,2011,"DEM.2011","DEM"
0.715,2011,"GOP.2011","GOP"
-0.419,2011,"DEM.2011","DEM"
0.749,2011,"GOP.2011","GOP"
0.754,2011,"GOP.2011","GOP"
0.404,2011,"GOP.2011","GOP"
0.661,2011,"GOP.2011","GOP"
0.497,2011,"GOP.2011","GOP"
0.543,2011,"GOP.2011","GOP"
0.742,2011,"GOP.2011","GOP"
